name,hgt,stre,spd,jmp,endu,ins,dnk,ft,fg,tp,diq,oiq,drb,pss,reb,ovr,new_ovr,diff,hgt_auto,stre_auto,spd_auto,jmp_auto,endu_auto,ins_auto,dnk_auto,ft_auto,fg_auto,tp_auto,diq_auto,oiq_auto,drb_auto,pss_auto,reb_auto,ovr_auto,new_ovr_auto,diff_auto,AUTOdiff
Tyler Cavanaugh,56,56,47,44,28,55,55,60,39,62,40,43,23,28,60,45.61788,46.72389714155912,1.1060171415591213,56,56,47,44,28,55,55,60,39,62,40,43,23,28,60,45.61788,46.72389714155912,1.1060171415591213,0.0
Tyler Cook,53,64,40,56,28,58,51,62,40,28,28,24,21,24,66,38.277879999999996,40.19330480527726,1.9154248052772616,53,64,40,56,28,58,51,62,40,28,28,24,21,24,66,38.277879999999996,40.19330480527726,1.9154248052772616,0.0
Tyler Davis,59,60,27,35,36,61,58,43,37,0,49,39,22,37,59,40.677080000000004,36.965344202938375,-3.7117357970616283,59,60,27,35,36,61,58,43,37,0,49,39,22,37,59,40.677080000000004,36.965344202938375,-3.7117357970616283,0.0
Tyler Dorsey,36,26,53,46,27,18,58,40,36,61,36,45,69,55,10,43.51468,45.191501527381355,1.6768215273813567,36,26,53,46,27,18,58,40,36,61,36,45,69,55,10,43.51468,45.191501527381355,1.6768215273813567,0.0
Tyler Herro,41,38,65,55,48,67,77,65,75,69,39,58,59,43,67,52.58288,53.0673768260372,0.48449682603719424,41,38,65,55,48,67,77,65,75,69,39,58,59,43,67,52.58288,53.0673768260372,0.48449682603719424,0.0
Tyler Johnson,37,42,60,63,58,30,66,60,59,70,44,55,62,33,44,51.43648,51.358925821214754,-0.07755417878524895,37,42,60,63,58,30,66,60,59,70,44,55,62,33,44,51.43648,51.358925821214754,-0.07755417878524895,0.0
Tyler Lydon,57,55,44,41,35,46,58,76,57,50,32,36,29,32,54,43.562979999999996,43.57332982270654,0.010349822706544387,57,55,44,41,35,46,58,76,57,50,32,36,29,32,54,43.562979999999996,43.57332982270654,0.010349822706544387,0.0
Tyler Ulis,15,4,70,63,38,17,55,63,64,47,41,42,65,66,39,42.88128,44.39142780375834,1.5101478037583433,15,4,70,63,38,17,55,63,64,47,41,42,65,66,39,42.88128,44.39142780375834,1.5101478037583433,0.0
Tyler Zeller,67,68,33,41,42,65,62,36,64,0,46,44,27,51,68,45.72828,41.454452812923535,-4.2738271870764635,67,68,33,41,42,65,62,36,64,0,46,44,27,51,68,45.72828,41.454452812923535,-4.2738271870764635,0.0
Tyreke Evans,45,42,62,52,45,51,67,64,60,61,35,52,58,52,49,50.46448,51.56427612291947,1.0997961229194715,45,42,62,52,45,51,67,64,60,61,35,52,58,52,49,50.46448,51.56427612291947,1.0997961229194715,0.0
Tyrese Haliburton,41,18,48,38,34,35,48,45,41,40,42,64,58,67,25,45.38808,44.028413322779244,-1.3596666772207584,41,18,48,38,34,35,48,45,41,40,42,64,58,67,25,45.38808,44.028413322779244,-1.3596666772207584,0.0
Tyrese Maxey,30,30,60,48,42,35,63,60,57,41,38,47,60,50,41,44.35468,44.27210355347382,-0.08257644652618268,30,30,60,48,42,35,63,60,57,41,38,47,60,50,41,44.35468,44.27210355347382,-0.08257644652618268,0.0
Tyrone Wallace,38,37,62,54,46,33,62,66,63,39,48,45,38,43,55,46.68958,45.65591131906864,-1.0336686809313562,38,37,62,54,46,33,62,66,63,39,48,45,38,43,55,46.68958,45.65591131906864,-1.0336686809313562,0.0
Tyson Chandler,74,82,35,51,32,69,56,26,35,0,59,45,42,45,81,50.28288,48.076976843493924,-2.205903156506075,74,82,35,51,32,69,56,26,35,0,59,45,42,45,81,50.28288,48.076976843493924,-2.205903156506075,0.0
Tyus Jones,22,25,55,52,46,30,50,66,70,63,36,45,75,75,38,45.77058,46.1526262800946,0.38204628009459896,22,25,55,52,46,30,50,66,70,63,36,45,75,75,38,45.77058,46.1526262800946,0.38204628009459896,0.0
Udonis Haslem,54,76,23,29,14,50,59,57,49,0,56,53,16,35,70,41.83668,36.263006741807814,-5.573673258192187,54,76,23,29,14,50,59,57,49,0,56,53,16,35,70,41.83668,36.263006741807814,-5.573673258192187,0.0
Usman Garuba,48,71,50,52,34,75,66,25,20,0,50,40,34,38,75,44.44598,44.501108895380476,0.05512889538047716,48,71,50,52,34,75,66,25,20,0,50,40,34,38,75,44.44598,44.501108895380476,0.05512889538047716,0.0
Vanja Marinkovic,44,39,44,43,33,25,55,55,56,60,32,37,44,38,36,41.37978,41.64229092550571,0.2625109255057154,44,39,44,43,33,25,55,55,56,60,32,37,44,38,36,41.37978,41.64229092550571,0.2625109255057154,0.0
Vernon Carey,60,70,32,37,36,55,60,27,41,20,35,30,24,29,59,39.67948,38.38150573135175,-1.2979742686482467,60,70,32,37,36,55,60,27,41,20,35,30,24,29,59,39.67948,38.38150573135175,-1.2979742686482467,0.0
Vic Law,48,31,58,50,30,23,69,62,58,59,40,45,42,41,62,46.41158,47.530210087705676,1.1186300877056752,48,31,58,50,30,23,69,62,58,59,40,45,42,41,62,46.41158,47.530210087705676,1.1186300877056752,0.0
Victor Bailey Jr,33,29,61,53,35,33,58,43,32,62,39,35,51,40,38,42.83458,45.82273246574572,2.9881524657457206,33,29,61,53,35,33,58,43,32,62,39,35,51,40,38,42.83458,45.82273246574572,2.9881524657457206,0.0
Victor Oladipo,39,59,68,80,71,65,93,60,89,65,61,68,57,58,54,62.68518,60.01053487401687,-2.674645125983133,39,59,68,80,71,65,93,60,89,65,61,68,57,58,54,62.68518,60.01053487401687,-2.674645125983133,0.0
Victor Wembanyama,74,30,44,38,30,44,46,49,42,45,34,43,28,34,43,43.63168,44.030211162602896,0.3985311626028931,74,30,44,38,30,44,46,49,42,45,34,43,28,34,43,43.63168,44.030211162602896,0.3985311626028931,0.0
Vince Carter,44,35,53,48,30,30,52,43,56,65,40,40,56,50,32,45.42218,46.37365641696189,0.9514764169618957,44,35,53,48,30,30,52,43,56,65,40,40,56,50,32,45.42218,46.37365641696189,0.9514764169618957,0.0
Vincent Edwards,52,44,53,65,30,48,36,43,56,37,49,32,31,27,50,43.64288,44.03314711320243,0.3902671132024338,52,44,53,65,30,48,36,43,56,37,49,32,31,27,50,43.64288,44.03314711320243,0.3902671132024338,0.0
Vincent Poirier,67,69,41,42,40,70,66,25,35,0,63,52,34,33,70,49.46378,45.63174344431564,-3.832036555684361,67,69,41,42,40,70,66,25,35,0,63,52,34,33,70,49.46378,45.63174344431564,-3.832036555684361,0.0
Vlatko Cancar,48,37,53,49,39,34,56,75,57,22,45,44,44,34,54,44.37978,42.917057032638425,-1.4627229673615716,48,37,53,49,39,34,56,75,57,22,45,44,44,34,54,44.37978,42.917057032638425,-1.4627229673615716,0.0
Wade Baldwin,33,50,62,70,40,21,57,50,56,60,24,34,63,61,31,45.25068,48.90935616738941,3.658676167389409,33,50,62,70,40,21,57,50,56,60,24,34,63,61,31,45.25068,48.90935616738941,3.658676167389409,0.0
Walker Kessler,63,56,46,39,28,55,32,66,63,0,44,34,38,33,55,42.13908,39.77768824620674,-2.3613917537932565,63,56,46,39,28,55,32,66,63,0,44,34,38,33,55,42.13908,39.77768824620674,-2.3613917537932565,0.0
Walter Lemon Jr.,33,36,51,55,27,23,57,52,60,61,30,39,61,47,13,41.85448,43.074208463196086,1.219728463196084,33,36,51,55,27,23,57,52,60,61,30,39,61,47,13,41.85448,43.074208463196086,1.219728463196084,0.0
Wayne Ellington,37,38,50,45,40,34,52,67,65,75,45,53,35,43,42,46.95448,45.59284550022126,-1.361634499778738,37,38,50,45,40,34,52,67,65,75,45,53,35,43,42,46.95448,45.59284550022126,-1.361634499778738,0.0
Wayne Selden,40,39,64,78,42,28,58,50,60,64,38,35,34,42,26,46.15658,48.39862241137122,2.242042411371223,40,39,64,78,42,28,58,50,60,64,38,35,34,42,26,46.15658,48.39862241137122,2.242042411371223,0.0
Wendell Carter,61,66,44,58,42,64,78,60,55,61,51,43,33,57,61,53.42528,53.13488647037094,-0.29039352962906406,61,66,44,58,42,64,78,60,55,61,51,43,33,57,61,53.42528,53.13488647037094,-0.29039352962906406,0.0
Wendell Moore,44,38,43,55,30,62,61,30,33,10,47,36,22,39,54,39.07028,38.5346970898303,-0.5355829101696941,44,38,43,55,30,62,61,30,33,10,47,36,22,39,54,39.07028,38.5346970898303,-0.5355829101696941,0.0
Wenyen Gabriel,57,42,54,61,38,56,57,43,49,61,26,31,31,27,30,43.09088,45.93630860842941,2.8454286084294083,57,42,54,61,38,56,57,43,49,61,26,31,31,27,30,43.09088,45.93630860842941,2.8454286084294083,0.0
Wes Iwundu,49,59,59,58,31,34,53,24,35,30,45,60,23,20,74,46.40538,46.547980253509834,0.1426002535098334,49,59,59,58,31,34,53,24,35,30,45,60,23,20,74,46.40538,46.547980253509834,0.1426002535098334,0.0
Wesley Johnson,48,44,61,52,48,33,56,55,55,55,47,45,45,29,41,48.65868,48.241485199632685,-0.41719480036731227,48,44,61,52,48,33,56,55,55,55,47,45,45,29,41,48.65868,48.241485199632685,-0.41719480036731227,0.0
Wesley Matthews,43,44,61,51,58,25,65,62,67,72,31,59,51,46,39,50.80288,50.57514839087107,-0.22773160912893076,43,44,61,51,58,25,65,62,67,72,31,59,51,46,39,50.80288,50.57514839087107,-0.22773160912893076,0.0
Will Barton,42,42,64,77,58,64,77,63,68,61,38,60,42,60,75,54.19268,55.475711196772274,1.2830311967722707,42,42,64,77,58,64,77,63,68,61,38,60,42,60,75,54.19268,55.475711196772274,1.2830311967722707,0.0
William Howard,52,45,51,50,32,49,50,47,49,53,55,48,37,34,55,48.34138,47.62635808789681,-0.7150219121031895,52,45,51,50,32,49,50,47,49,53,55,48,37,34,55,48.34138,47.62635808789681,-0.7150219121031895,0.0
William McDowell-White,40,28,55,46,38,38,27,50,39,45,47,40,57,58,38,44.52508,45.21890154663235,0.6938215466323499,40,28,55,46,38,38,27,50,39,45,47,40,57,58,38,44.52508,45.21890154663235,0.6938215466323499,0.0
Willie Cauley-Stein,68,58,58,70,45,65,68,15,56,3,41,40,44,44,60,48.90108,49.0248833138094,0.1238033138093968,68,58,58,70,45,65,68,15,56,3,41,40,44,44,60,48.90108,49.0248833138094,0.1238033138093968,0.0
Willy Hernangomez,63,57,52,55,37,58,58,38,32,35,30,45,45,45,67,47.30038,49.89263569219147,2.592255692191472,63,57,52,55,37,58,58,38,32,35,30,45,45,45,67,47.30038,49.89263569219147,2.592255692191472,0.0
Wilson Chandler,53,56,50,45,38,55,60,54,58,58,50,48,58,52,60,51.92228,51.350770480672956,-0.5715095193270443,53,56,50,45,38,55,60,54,58,58,50,48,58,52,60,51.92228,51.350770480672956,-0.5715095193270443,0.0
Xavier Johnson,33,23,50,42,33,21,56,50,41,39,30,36,68,60,45,39.69618,41.41488268942646,1.7187026894264648,33,23,50,42,33,21,56,50,41,39,30,36,68,60,45,39.69618,41.41488268942646,1.7187026894264648,0.0
Xavier Munford,27,27,51,57,40,28,68,38,47,40,29,41,67,68,25,41.44798,42.76529092783339,1.3173109278333897,27,27,51,57,40,28,68,38,47,40,29,41,67,68,25,41.44798,42.76529092783339,1.3173109278333897,0.0
Yante Maten,52,65,50,49,25,52,50,55,32,39,46,40,41,30,53,45.76498,46.695724790348706,0.9307447903487045,52,65,50,49,25,52,50,55,32,39,46,40,41,30,53,45.76498,46.695724790348706,0.9307447903487045,0.0
Yogi Ferrell,22,35,61,48,35,35,65,57,52,62,43,59,63,55,44,47.53098,47.818519897342384,0.28753989734238417,22,35,61,48,35,35,65,57,52,62,43,59,63,55,44,47.53098,47.818519897342384,0.28753989734238417,0.0
Yuta Watanabe,56,36,50,33,40,41,43,53,51,59,29,38,42,32,38,42.60648,43.22277977948412,0.6162997794841232,56,36,50,33,40,41,43,53,51,59,29,38,42,32,38,42.60648,43.22277977948412,0.6162997794841232,0.0
Zach Collins,68,58,52,65,38,62,63,48,49,55,57,39,35,35,64,53.018679999999996,53.656285355285874,0.6376053552858778,68,58,52,65,38,62,63,48,49,55,57,39,35,35,64,53.018679999999996,53.656285355285874,0.6376053552858778,0.0
Zach LaVine,43,43,75,92,71,79,92,70,78,58,30,60,37,66,57,56.635580000000004,58.60200421254834,1.9664242125483327,43,43,75,92,71,79,92,70,78,58,30,60,37,66,57,56.635580000000004,58.60200421254834,1.9664242125483327,0.0
Zach Lofton,37,35,53,46,28,20,50,50,56,44,29,35,45,25,55,38.13138,39.31520619489324,1.1838261948932427,37,35,53,46,28,20,50,50,56,44,29,35,45,25,55,38.13138,39.31520619489324,1.1838261948932427,0.0
Zach Norvell,40,19,59,47,36,33,29,59,48,55,45,46,57,35,30,44.20838,44.60442033758201,0.39604033758201496,40,19,59,47,36,33,29,59,48,55,45,46,57,35,30,44.20838,44.60442033758201,0.39604033758201496,0.0
Zaire Wade,29,32,56,46,40,35,71,60,63,38,39,46,59,50,12,43.37868,41.810387606112215,-1.5682923938877877,29,32,56,46,40,35,71,60,63,38,39,46,59,50,12,43.37868,41.810387606112215,-1.5682923938877877,0.0
Zhaire Smith,34,39,63,63,36,45,65,43,55,40,49,52,44,35,48,46.80198,46.57584288404552,-0.22613711595447938,34,39,63,63,36,45,65,43,55,40,49,52,44,35,48,46.80198,46.57584288404552,-0.22613711595447938,0.0
Zhou Qi,76,30,36,40,38,63,51,65,59,44,46,35,36,20,43,44.82428,42.99193872717943,-1.832341272820571,76,30,36,40,38,63,51,65,59,44,46,35,36,20,43,44.82428,42.99193872717943,-1.832341272820571,0.0
Ziaire Williams,48,32,57,56,36,58,51,62,37,46,26,41,40,25,37,41.70588,44.464323647367394,2.7584436473673932,48,32,57,56,36,58,51,62,37,46,26,41,40,25,37,41.70588,44.464323647367394,2.7584436473673932,0.0
Zion Williamson,48,77,72,85,38,73,82,47,59,36,45,59,48,57,69,57.11038,59.01354320866964,1.903163208669639,48,77,72,85,38,73,82,47,59,36,45,59,48,57,69,57.11038,59.01354320866964,1.903163208669639,0.0
Zylan Cheatham,41,39,57,59,28,47,59,25,39,40,44,45,29,39,50,43.45438,44.591028810883785,1.1366488108837842,41,39,57,59,28,47,59,25,39,40,44,45,29,39,50,43.45438,44.591028810883785,1.1366488108837842,0.0
